sexe,age,poids_kg,taille_cm,imc,imc_categorie,objectif,niveau,seances_semaine,type_programme,intensite,split_musculaire
homme,44,67,179,20.9,normal,tonification,avance,5,mixte,2,push_pull
homme,35,82,174,27.1,surpoids,prise_masse,debutant,5,musculation,2,ppl
femme,29,84,159,33.2,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,36,75,170,26.0,surpoids,tonification,debutant,4,mixte,2,haut_bas
femme,46,61,179,19.0,normal,endurance,debutant,4,cardio_dominant,2,full_body
femme,63,98,161,37.8,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,41,93,150,41.3,obesite,tonification,intermediaire,3,mixte,2,haut_bas
femme,17,62,174,20.5,normal,prise_masse,intermediaire,6,musculation,2,ppl
femme,43,65,150,28.9,surpoids,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,33,111,192,30.1,obesite,prise_masse,avance,5,musculation,3,ppl
homme,18,115,190,31.9,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,40,82,169,28.7,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
femme,34,73,161,28.2,surpoids,endurance,avance,4,cardio_dominant,4,full_body
homme,25,74,186,21.4,normal,endurance,avance,5,cardio_dominant,4,full_body
homme,51,88,180,27.2,surpoids,tonification,debutant,4,mixte,2,haut_bas
homme,65,101,180,31.2,obesite,perte_poids,avance,5,cardio_dominant,3,full_body
homme,45,84,189,23.5,normal,prise_masse,intermediaire,5,musculation,2,ppl
femme,24,46,173,15.4,maigreur,endurance,avance,4,cardio_dominant,4,full_body
femme,49,48,175,15.7,maigreur,tonification,intermediaire,3,mixte,2,haut_bas
femme,48,47,163,17.7,maigreur,perte_poids,avance,5,HIIT,4,full_body
femme,20,85,160,33.2,obesite,endurance,avance,4,cardio_dominant,4,full_body
homme,55,114,165,41.9,obesite,prise_masse,avance,5,musculation,4,ppl
femme,25,92,164,34.2,obesite,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,17,110,193,29.5,surpoids,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,36,83,160,32.4,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,65,80,189,22.4,normal,endurance,avance,5,cardio_dominant,3,full_body
homme,27,94,173,31.4,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,36,63,182,19.0,normal,prise_masse,avance,6,musculation,2,ppl
homme,33,109,170,37.7,obesite,prise_masse,intermediaire,4,musculation,1,push_pull
homme,23,111,168,39.3,obesite,endurance,debutant,4,cardio_dominant,2,full_body
homme,41,111,188,31.4,obesite,tonification,debutant,3,mixte,2,haut_bas
femme,53,77,155,32.0,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,42,95,182,28.7,surpoids,perte_poids,intermediaire,3,cardio_dominant,2,full_body
homme,23,120,176,38.7,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,22,99,180,30.6,obesite,tonification,intermediaire,4,mixte,3,haut_bas
femme,57,99,180,30.6,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
homme,62,90,161,34.7,obesite,tonification,intermediaire,5,mixte,1,haut_bas
homme,24,56,171,19.2,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,29,96,169,33.6,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,49,56,155,23.3,normal,prise_masse,intermediaire,4,musculation,3,push_pull
homme,47,58,170,20.1,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,17,46,160,18.0,maigreur,endurance,avance,5,cardio_dominant,4,full_body
femme,42,54,177,17.2,maigreur,perte_poids,avance,4,HIIT,3,full_body
homme,30,99,160,38.7,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,50,108,189,30.2,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
homme,24,87,190,24.1,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,52,92,165,33.8,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
homme,61,67,165,24.6,normal,prise_masse,debutant,5,musculation,2,ppl
homme,62,78,176,25.2,surpoids,prise_masse,debutant,5,musculation,2,ppl
femme,39,72,160,28.1,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,27,80,163,30.1,obesite,tonification,avance,4,mixte,2,push_pull
homme,16,96,185,28.0,surpoids,prise_masse,debutant,5,musculation,2,ppl
femme,52,97,177,31.0,obesite,prise_masse,avance,6,musculation,3,ppl
homme,23,111,176,35.8,obesite,tonification,avance,5,mixte,2,push_pull
femme,47,66,158,26.4,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
femme,43,68,175,22.2,normal,endurance,debutant,3,cardio_dominant,1,full_body
homme,23,69,189,19.3,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,21,80,163,30.1,obesite,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,28,57,174,18.8,normal,prise_masse,avance,6,musculation,3,ppl
homme,60,84,183,25.1,surpoids,perte_poids,avance,4,cardio_dominant,2,full_body
homme,50,74,174,24.4,normal,prise_masse,avance,6,musculation,2,ppl
femme,49,69,159,27.3,surpoids,perte_poids,intermediaire,4,cardio_dominant,1,full_body
femme,16,64,173,21.4,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,20,83,169,29.1,surpoids,prise_masse,avance,5,musculation,4,ppl
homme,41,86,170,29.8,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
femme,20,67,176,21.6,normal,prise_masse,debutant,4,musculation,1,push_pull
femme,63,91,153,38.9,obesite,prise_masse,intermediaire,6,musculation,1,ppl
homme,64,90,169,31.5,obesite,prise_masse,intermediaire,5,musculation,2,ppl
homme,30,115,166,41.7,obesite,endurance,avance,5,cardio_dominant,4,full_body
homme,33,98,164,36.4,obesite,tonification,debutant,3,mixte,2,haut_bas
femme,53,72,164,26.8,surpoids,perte_poids,avance,4,cardio_dominant,1,full_body
femme,21,51,166,18.5,normal,endurance,debutant,4,cardio_dominant,2,full_body
femme,22,85,151,37.3,obesite,tonification,intermediaire,4,mixte,4,haut_bas
femme,42,66,166,24.0,normal,endurance,avance,5,cardio_dominant,3,full_body
homme,53,86,191,23.6,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,61,97,174,32.0,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,53,51,169,17.9,maigreur,tonification,debutant,3,mixte,2,haut_bas
homme,61,105,186,30.4,obesite,prise_masse,intermediaire,6,musculation,2,ppl
femme,18,78,177,24.9,normal,tonification,avance,5,mixte,4,push_pull
femme,17,56,168,19.8,normal,perte_poids,debutant,4,HIIT,2,full_body
femme,32,99,164,36.8,obesite,perte_poids,avance,5,cardio_dominant,3,full_body
femme,19,73,158,29.2,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
femme,51,94,167,33.7,obesite,prise_masse,debutant,5,musculation,3,ppl
femme,37,50,177,16.0,maigreur,prise_masse,intermediaire,5,musculation,2,ppl
homme,56,66,166,24.0,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,61,61,156,25.1,surpoids,prise_masse,intermediaire,5,musculation,2,ppl
femme,36,55,180,17.0,maigreur,endurance,debutant,3,cardio_dominant,2,full_body
femme,41,56,167,20.1,normal,endurance,avance,4,cardio_dominant,4,full_body
homme,50,98,169,34.3,obesite,tonification,intermediaire,4,mixte,2,haut_bas
femme,34,96,176,31.0,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,58,74,175,24.2,normal,tonification,debutant,4,mixte,2,haut_bas
homme,57,111,174,36.7,obesite,prise_masse,debutant,4,musculation,2,push_pull
femme,46,84,177,26.8,surpoids,prise_masse,debutant,5,musculation,2,ppl
homme,56,106,193,28.5,surpoids,tonification,debutant,4,mixte,3,haut_bas
femme,31,68,161,26.2,surpoids,endurance,intermediaire,4,cardio_dominant,3,full_body
homme,22,71,175,23.2,normal,prise_masse,intermediaire,6,musculation,3,ppl
femme,38,91,157,36.9,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,53,118,188,33.4,obesite,tonification,avance,5,mixte,2,push_pull
homme,38,62,188,17.5,maigreur,perte_poids,avance,5,HIIT,2,full_body
homme,62,63,182,19.0,normal,perte_poids,avance,5,HIIT,3,full_body
homme,29,105,168,37.2,obesite,tonification,intermediaire,5,mixte,2,haut_bas
femme,48,96,168,34.0,obesite,endurance,debutant,4,cardio_dominant,2,full_body
femme,64,90,151,39.5,obesite,perte_poids,avance,5,cardio_dominant,2,full_body
homme,62,75,186,21.7,normal,perte_poids,avance,4,HIIT,3,full_body
homme,37,70,191,19.2,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,46,89,162,33.9,obesite,tonification,intermediaire,3,mixte,4,haut_bas
homme,61,77,182,23.2,normal,perte_poids,intermediaire,4,HIIT,2,full_body
femme,28,70,158,28.0,surpoids,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,17,87,166,31.6,obesite,endurance,intermediaire,5,cardio_dominant,3,full_body
homme,49,55,170,19.0,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,52,81,175,26.4,surpoids,endurance,debutant,4,cardio_dominant,1,full_body
homme,50,78,191,21.4,normal,prise_masse,avance,5,musculation,2,ppl
homme,44,77,183,23.0,normal,prise_masse,avance,5,musculation,3,ppl
femme,23,79,151,34.6,obesite,perte_poids,avance,5,cardio_dominant,1,full_body
homme,22,76,171,26.0,surpoids,endurance,avance,5,cardio_dominant,4,full_body
homme,44,104,195,27.4,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,31,73,183,21.8,normal,endurance,debutant,4,cardio_dominant,2,full_body
femme,58,75,151,32.9,obesite,perte_poids,intermediaire,5,cardio_dominant,3,full_body
homme,64,105,180,32.4,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,41,109,178,34.4,obesite,tonification,debutant,4,mixte,2,haut_bas
femme,51,65,153,27.8,surpoids,perte_poids,intermediaire,4,cardio_dominant,2,full_body
femme,60,88,174,29.1,surpoids,tonification,intermediaire,3,mixte,3,haut_bas
homme,57,77,179,24.0,normal,prise_masse,debutant,5,musculation,3,ppl
homme,38,79,184,23.3,normal,perte_poids,intermediaire,5,HIIT,3,full_body
femme,60,88,161,33.9,obesite,prise_masse,avance,5,musculation,2,ppl
homme,20,95,174,31.4,obesite,tonification,debutant,3,mixte,2,haut_bas
homme,34,69,173,23.1,normal,perte_poids,intermediaire,3,HIIT,2,full_body
femme,39,59,176,19.0,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,59,109,176,35.2,obesite,prise_masse,avance,6,musculation,3,ppl
femme,42,71,150,31.6,obesite,tonification,avance,5,mixte,3,push_pull
homme,18,105,160,41.0,obesite,tonification,intermediaire,5,mixte,3,haut_bas
homme,26,69,167,24.7,normal,prise_masse,debutant,5,musculation,2,ppl
femme,61,88,158,35.3,obesite,prise_masse,avance,6,musculation,3,ppl
femme,64,51,158,20.4,normal,endurance,avance,4,cardio_dominant,4,full_body
homme,24,80,191,21.9,normal,perte_poids,avance,4,HIIT,3,full_body
homme,27,104,162,39.6,obesite,perte_poids,debutant,3,cardio_dominant,2,full_body
homme,63,111,183,33.1,obesite,prise_masse,intermediaire,4,musculation,2,push_pull
homme,52,60,180,18.5,normal,prise_masse,debutant,4,musculation,1,push_pull
femme,28,74,161,28.5,surpoids,endurance,debutant,3,cardio_dominant,2,full_body
homme,27,83,164,30.9,obesite,endurance,avance,4,cardio_dominant,4,full_body
femme,31,98,152,42.4,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,23,62,180,19.1,normal,prise_masse,avance,5,musculation,3,ppl
homme,18,102,180,31.5,obesite,prise_masse,avance,5,musculation,2,ppl
homme,40,62,160,24.2,normal,perte_poids,intermediaire,5,HIIT,3,full_body
homme,17,64,194,17.0,maigreur,perte_poids,avance,5,HIIT,2,full_body
femme,44,69,169,24.2,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,25,75,164,27.9,surpoids,endurance,avance,5,cardio_dominant,4,full_body
femme,62,85,159,33.6,obesite,prise_masse,debutant,4,musculation,1,push_pull
femme,17,92,161,35.5,obesite,endurance,debutant,4,cardio_dominant,3,full_body
homme,41,84,186,24.3,normal,perte_poids,intermediaire,3,HIIT,4,full_body
femme,45,71,163,26.7,surpoids,prise_masse,intermediaire,6,musculation,2,ppl
femme,58,65,160,25.4,surpoids,tonification,intermediaire,4,mixte,3,haut_bas
homme,62,79,172,26.7,surpoids,prise_masse,debutant,5,musculation,1,ppl
femme,41,58,159,22.9,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,28,48,163,18.1,maigreur,endurance,avance,4,cardio_dominant,4,full_body
homme,44,78,187,22.3,normal,tonification,avance,4,mixte,2,push_pull
femme,52,88,173,29.4,surpoids,prise_masse,intermediaire,4,musculation,2,push_pull
homme,31,114,180,35.2,obesite,prise_masse,intermediaire,6,musculation,2,ppl
femme,55,93,179,29.0,surpoids,endurance,avance,4,cardio_dominant,4,full_body
homme,37,61,160,23.8,normal,perte_poids,debutant,3,HIIT,2,full_body
femme,35,58,154,24.5,normal,prise_masse,avance,5,musculation,3,ppl
femme,27,90,160,35.2,obesite,tonification,intermediaire,4,mixte,3,haut_bas
homme,50,70,186,20.2,normal,prise_masse,debutant,5,musculation,2,ppl
femme,23,60,177,19.2,normal,endurance,avance,4,cardio_dominant,3,full_body
homme,40,115,184,34.0,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
homme,17,112,171,38.3,obesite,endurance,intermediaire,4,cardio_dominant,2,full_body
femme,20,68,178,21.5,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,58,95,153,40.6,obesite,tonification,debutant,3,mixte,1,haut_bas
femme,21,95,175,31.0,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,42,82,178,25.9,surpoids,perte_poids,avance,4,cardio_dominant,2,full_body
femme,17,78,158,31.2,obesite,prise_masse,avance,6,musculation,3,ppl
homme,32,94,175,30.7,obesite,perte_poids,avance,5,cardio_dominant,1,full_body
femme,58,93,173,31.1,obesite,perte_poids,intermediaire,4,cardio_dominant,2,full_body
femme,16,84,177,26.8,surpoids,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,60,59,184,17.4,maigreur,tonification,intermediaire,5,mixte,2,haut_bas
femme,43,77,175,25.1,surpoids,endurance,intermediaire,4,cardio_dominant,4,full_body
homme,47,79,176,25.5,surpoids,endurance,avance,5,cardio_dominant,4,full_body
femme,48,65,179,20.3,normal,perte_poids,avance,4,HIIT,3,full_body
homme,39,77,164,28.6,surpoids,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,63,56,160,21.9,normal,perte_poids,debutant,4,HIIT,1,full_body
homme,58,97,189,27.2,surpoids,prise_masse,avance,5,musculation,3,ppl
homme,21,78,165,28.7,surpoids,prise_masse,debutant,4,musculation,2,push_pull
homme,36,104,165,38.2,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,34,115,171,39.3,obesite,tonification,avance,4,mixte,2,push_pull
homme,25,88,172,29.7,surpoids,perte_poids,debutant,3,cardio_dominant,1,full_body
homme,26,84,180,25.9,surpoids,prise_masse,debutant,5,musculation,2,ppl
femme,29,63,170,21.8,normal,tonification,avance,5,mixte,3,push_pull
femme,59,86,150,38.2,obesite,prise_masse,avance,6,musculation,3,ppl
homme,38,118,164,43.9,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,44,90,174,29.7,surpoids,perte_poids,avance,4,cardio_dominant,1,full_body
homme,52,63,183,18.8,normal,endurance,avance,5,cardio_dominant,5,full_body
femme,46,96,173,32.1,obesite,tonification,intermediaire,4,mixte,3,haut_bas
femme,30,57,173,19.0,normal,endurance,avance,4,cardio_dominant,4,full_body
femme,36,74,178,23.4,normal,tonification,intermediaire,4,mixte,3,haut_bas
femme,64,92,154,38.8,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,41,74,184,21.9,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,22,82,171,28.0,surpoids,prise_masse,avance,5,musculation,3,ppl
homme,47,57,172,19.3,normal,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,62,83,165,30.5,obesite,prise_masse,debutant,5,musculation,2,ppl
homme,22,100,163,37.6,obesite,tonification,avance,4,mixte,1,push_pull
femme,47,78,157,31.6,obesite,endurance,debutant,3,cardio_dominant,2,full_body
homme,56,98,170,33.9,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,34,78,154,32.9,obesite,perte_poids,avance,5,cardio_dominant,3,full_body
homme,17,63,190,17.5,maigreur,endurance,avance,5,cardio_dominant,4,full_body
homme,56,95,174,31.4,obesite,prise_masse,intermediaire,5,musculation,3,ppl
femme,36,53,156,21.8,normal,endurance,avance,4,cardio_dominant,5,full_body
homme,36,57,190,15.8,maigreur,prise_masse,intermediaire,6,musculation,1,ppl
femme,49,50,160,19.5,normal,prise_masse,avance,6,musculation,3,ppl
femme,28,94,162,35.8,obesite,perte_poids,intermediaire,4,cardio_dominant,3,full_body
femme,56,59,157,23.9,normal,perte_poids,intermediaire,3,HIIT,3,full_body
femme,47,65,180,20.1,normal,prise_masse,intermediaire,5,musculation,2,ppl
homme,62,92,167,33.0,obesite,prise_masse,avance,5,musculation,4,ppl
homme,60,109,184,32.2,obesite,endurance,debutant,3,cardio_dominant,2,full_body
homme,57,58,161,22.4,normal,prise_masse,intermediaire,6,musculation,3,ppl
homme,56,112,169,39.2,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,45,62,179,19.4,normal,endurance,debutant,4,cardio_dominant,2,full_body
femme,36,53,168,18.8,normal,endurance,debutant,3,cardio_dominant,2,full_body
femme,62,65,154,27.4,surpoids,tonification,intermediaire,4,mixte,3,haut_bas
femme,55,65,155,27.1,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,61,91,151,39.9,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,61,75,166,27.2,surpoids,prise_masse,debutant,4,musculation,2,push_pull
femme,37,71,152,30.7,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
homme,51,74,185,21.6,normal,tonification,avance,4,mixte,3,push_pull
femme,32,100,174,33.0,obesite,prise_masse,debutant,4,musculation,2,push_pull
homme,18,116,174,38.3,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,36,95,192,25.8,surpoids,prise_masse,debutant,5,musculation,3,ppl
femme,47,63,174,20.8,normal,perte_poids,avance,4,HIIT,3,full_body
femme,18,82,156,33.7,obesite,perte_poids,debutant,3,cardio_dominant,1,full_body
femme,53,50,172,16.9,maigreur,perte_poids,intermediaire,4,HIIT,3,full_body
homme,56,55,169,19.3,normal,tonification,debutant,4,mixte,2,haut_bas
femme,64,57,176,18.4,maigreur,tonification,debutant,4,mixte,2,haut_bas
femme,34,86,153,36.7,obesite,endurance,intermediaire,4,cardio_dominant,3,full_body
femme,40,47,153,20.1,normal,prise_masse,debutant,4,musculation,3,push_pull
homme,53,82,179,25.6,surpoids,prise_masse,avance,6,musculation,3,ppl
homme,48,82,176,26.5,surpoids,prise_masse,avance,5,musculation,3,ppl
homme,62,118,173,39.4,obesite,prise_masse,intermediaire,5,musculation,3,ppl
femme,47,55,174,18.2,maigreur,tonification,avance,5,mixte,3,push_pull
femme,16,51,169,17.9,maigreur,prise_masse,debutant,4,musculation,2,push_pull
homme,40,111,179,34.6,obesite,endurance,debutant,3,cardio_dominant,2,full_body
femme,63,72,156,29.6,surpoids,prise_masse,avance,6,musculation,3,ppl
femme,23,47,174,15.5,maigreur,perte_poids,intermediaire,4,HIIT,3,full_body
femme,63,85,179,26.5,surpoids,prise_masse,debutant,4,musculation,1,push_pull
femme,62,50,153,21.4,normal,prise_masse,debutant,4,musculation,2,push_pull
femme,46,81,172,27.4,surpoids,endurance,debutant,3,cardio_dominant,3,full_body
homme,17,103,185,30.1,obesite,prise_masse,debutant,4,musculation,2,push_pull
femme,18,81,150,36.0,obesite,tonification,debutant,3,mixte,1,haut_bas
femme,33,57,165,20.9,normal,endurance,avance,4,cardio_dominant,4,full_body
homme,57,55,188,15.6,maigreur,prise_masse,avance,5,musculation,1,ppl
femme,63,99,172,33.5,obesite,tonification,debutant,3,mixte,2,haut_bas
homme,39,75,190,20.8,normal,endurance,intermediaire,5,cardio_dominant,2,full_body
homme,27,107,182,32.3,obesite,endurance,avance,5,cardio_dominant,4,full_body
femme,64,88,176,28.4,surpoids,endurance,debutant,4,cardio_dominant,2,full_body
femme,32,83,152,35.9,obesite,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,59,79,174,26.1,surpoids,tonification,intermediaire,3,mixte,2,haut_bas
femme,56,79,160,30.9,obesite,prise_masse,avance,5,musculation,2,ppl
homme,42,65,185,19.0,normal,prise_masse,avance,5,musculation,2,ppl
homme,51,87,160,34.0,obesite,perte_poids,avance,4,cardio_dominant,3,full_body
femme,39,91,160,35.5,obesite,tonification,debutant,4,mixte,2,haut_bas
femme,42,92,161,35.5,obesite,prise_masse,avance,5,musculation,3,ppl
femme,28,93,178,29.4,surpoids,prise_masse,avance,5,musculation,2,ppl
homme,31,94,164,34.9,obesite,tonification,debutant,4,mixte,2,haut_bas
homme,17,57,161,22.0,normal,perte_poids,debutant,4,HIIT,2,full_body
homme,23,112,176,36.2,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,37,64,169,22.4,normal,perte_poids,avance,5,HIIT,3,full_body
femme,56,75,168,26.6,surpoids,tonification,avance,4,mixte,3,push_pull
homme,32,58,182,17.5,maigreur,tonification,intermediaire,5,mixte,2,haut_bas
femme,55,82,172,27.7,surpoids,perte_poids,intermediaire,4,cardio_dominant,1,full_body
femme,64,76,151,33.3,obesite,perte_poids,intermediaire,3,cardio_dominant,2,full_body
homme,40,113,166,41.0,obesite,perte_poids,debutant,4,cardio_dominant,1,full_body
femme,65,80,159,31.6,obesite,perte_poids,intermediaire,5,cardio_dominant,1,full_body
homme,53,71,160,27.7,surpoids,tonification,debutant,3,mixte,1,haut_bas
femme,33,74,155,30.8,obesite,perte_poids,avance,5,cardio_dominant,3,full_body
homme,27,117,167,42.0,obesite,endurance,avance,5,cardio_dominant,4,full_body
homme,23,109,181,33.3,obesite,perte_poids,intermediaire,5,cardio_dominant,2,full_body
homme,16,86,191,23.6,normal,prise_masse,intermediaire,5,musculation,3,ppl
homme,30,78,179,24.3,normal,tonification,debutant,4,mixte,1,haut_bas
femme,60,96,164,35.7,obesite,prise_masse,avance,5,musculation,3,ppl
homme,47,111,161,42.8,obesite,prise_masse,avance,6,musculation,4,ppl
femme,39,89,166,32.3,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,20,109,195,28.7,surpoids,endurance,intermediaire,3,cardio_dominant,3,full_body
femme,24,60,166,21.8,normal,tonification,intermediaire,3,mixte,3,haut_bas
homme,58,112,172,37.9,obesite,prise_masse,avance,6,musculation,3,ppl
femme,42,82,155,34.1,obesite,perte_poids,avance,4,cardio_dominant,2,full_body
homme,63,72,179,22.5,normal,prise_masse,debutant,5,musculation,2,ppl
homme,53,89,193,23.9,normal,perte_poids,debutant,3,HIIT,2,full_body
